ref	idx	token	oga_id	oga_postag	gorman_postag	oga_lemma	gorman_lemma	mismatch
1.136.4	11	ἐστι	t_22825	v3spia---		εἰμί		
1.136.4	12	καὶ	t_22826	c--------		καί		
1.136.4	13	οὐκ	t_22827	d--------		οὐ		
1.136.4	14	ἀξιοῖ	t_22828	v3spia---		ἀξιόω		
1.136.4	15	,	t_22829	u--------		,		
1.136.4	16	εἴ	t_22830	c--------		εἰ		
1.136.4	17	τι	t_22831	p-s---na-		τις		
1.136.4	18	ἄρα	t_22832	d--------		ἄρα		
1.136.4	19	αὐτὸς	t_22833	p-s---mn-		αὐτός		
1.136.4	20	ἀντεῖπεν	t_22834	v3saia---		ἀντεῖπον		
1.136.4	21	αὐτῷ	t_22835	p-s---md-		αὐτός		
1.136.4	22	Ἀθηναίων	t_22836	n-p---mg-		ἀθήναιος		
1.136.4	23	δεομένῳ	t_22837	v-sppemd-		δέω2		
1.136.4	24	,	t_22838	u--------		,		
1.136.4	25	φεύγοντα	t_22839	v-sppama-		φεύγω		
1.136.4	26	τιμωρεῖσθαι	t_22840	v--pne---		τιμωρέω		
1.136.4	27	·	t_22841	u--------		·		
1.136.4	28	καὶ	t_22842	d--------		καί		
1.136.4	29	γὰρ	t_22843	d--------		γάρ		
1.136.4	30	ἂν	t_22844	d--------		ἄν		
1.136.4	31	ὑπ’	t_22845	r--------		ὑπό		
1.136.4	32	ἐκείνου	t_22846	p-s---mg-		ἐκεῖνος		
1.136.4	33	πολλῷ	t_22847	a-s---nd-		πολύς		
1.136.4	34	ἀσθενεστέρου	t_22848	a-s---mgc		ἀσθενής		
1.136.4	35	ἐν	t_22849	r--------		ἐν		
1.136.4	36	τῷ	t_22850	l-s---nd-		ὁ		
1.136.4	37	παρόντι	t_22851	v-sppand-		πάρειμι1		
1.136.4	38	κακῶς	t_22852	d--------		κακός		
1.136.4	39	πάσχειν	t_22853	v--pna---		πάσχω		
1.136.4	40	,	t_22854	u--------		,		
1.136.4	41	γενναῖον	t_22855	a-s---na-		γενναῖος		
1.136.4	42	δὲ	t_22856	c--------		δέ		
1.136.4	43	εἶναι	t_22857	v--pna---		εἰμί		
1.136.4	44	τοὺς	t_22858	l-p---ma-		ὁ		
1.136.4	45	ὁμοίους	t_22859	a-p---ma-		ὅμοιος		
1.136.4	46	ἀπὸ	t_22860	r--------		ἀπό		
1.136.4	47	τοῦ	t_22861	l-s---ng-		ὁ		
1.136.4	48	ἴσου	t_22862	a-s---ng-		ἴσος		
1.136.4	49	τιμωρεῖσθαι	t_22863	v--pne---		τιμωρέω		
1.136.4	50	.	t_22864	u--------		.		
1.136.4	51	καὶ	t_22865	c--------		καί		
1.136.4	52	ἅμα	t_22866	d--------		ἅμα		
1.136.4	53	αὐτὸς	t_22867	p-s---mn-		αὐτός		
1.136.4	54	μὲν	t_22868	d--------		μέν		
1.136.4	55	ἐκείνῳ	t_22869	p-s---md-		ἐκεῖνος		
1.136.4	56	χρείας	t_22870	n-s---fg-		χρεία		
1.136.4	57	τινὸς	t_22871	p-s----g-		τις		
1.136.4	58	καὶ	t_22872	c--------		καί		
1.136.4	59	οὐκ	t_22873	d--------		οὐ		
1.136.4	60	ἐς	t_22874	r--------		εἰς		
1.136.4	61	τὸ	t_22875	l-s---na-		ὁ		
1.136.4	62	σῶμα	t_22876	n-s---na-		σῶμα		
1.136.4	63	σῴζεσθαι	t_22877	v--pne---		σώζω		
1.136.4	64	ἐναντιωθῆναι	t_22878	v--anp---		ἐναντιόομαι		
1.136.4	65	,	t_22879	u--------		,		
1.136.4	66	ἐκεῖνον	t_22880	p-s---ma-		ἐκεῖνος		
1.136.4	67	δ’	t_22881	c--------		δέ		
1.136.4	68	ἄν	t_22882	d--------		ἄν		
1.136.4	69	,	t_22883	u--------		,		
1.136.4	70	εἰ	t_22884	c--------		εἰ		
1.136.4	71	ἐκδοίη	t_22885	v3saoa---		ἐκδίδωμι		
1.136.4	72	αὐτόν	t_22886	p-s---ma-		αὐτός		
1.136.4	73	(	t_22887	u--------		̔		
1.136.4	74	εἰπὼν	t_22888	v-sapamn-		εἶπον		
1.136.4	75	ὑφ’	t_22889	r--------		ὑπό		
1.136.4	76	ὧν	t_22890	p-p---mg-		ὅς		
1.136.4	77	καὶ	t_22891	c--------		καί		
1.136.4	78	ἐφ’	t_22892	r--------		ἐπί		
1.136.4	79	ᾧ	t_22893	p-s---md-		ὅς		
1.136.4	80	διώκεται	t_22894	v3spie---		διώκω		
1.136.4	81	)	t_22895	u--------		)		
1.136.4	82	,	t_22896	u--------		,		
1.136.4	83	σωτηρίας	t_22897	n-s---fg-		σωτηρία		
1.136.4	84	ἂν	t_22898	d--------		ἄν		
1.136.4	85	τῆς	t_22899	l-s---fg-		ὁ		
1.136.4	86	ψυχῆς	t_22900	n-s---fg-		ψυχή		
1.136.4	87	ἀποστερῆσαι	t_22901	v--ana---		ἀποστερέω		
1.136.4	88	.	t_22902	u--------		.		
1.137.1	1	ὁ	t_22903	l-s---mn-		ὁ		
1.137.1	2	δὲ	t_22904	d--------		δέ		
1.137.1	3	ἀκούσας	t_22905	v-sapamn-		ἀκούω		
1.137.1	4	ἀνίστησί	t_22906	v3spia---		ἀνίστημι		
1.137.1	5	τε	t_22907	d--------		τε		
1.137.1	6	αὐτὸν	t_22908	p-s---ma-		αὐτός		
1.137.1	7	μετὰ	t_22909	r--------		μετά		
1.137.1	8	τοῦ	t_22910	l-s---mg-		ὁ		
1.137.1	9	ἑαυτοῦ	t_22911	p-s---mg-		ἑαυτοῦ		
1.137.1	10	υἱέος	t_22912	n-s---mg-		υἱός		
1.137.1	11	,	t_22913	u--------		,		
1.137.1	12	ὥσπερ	t_22914	c--------		ὥσπερ		
1.137.1	13	καὶ	t_22915	d--------		καί		
1.137.1	14	ἔχων	t_22916	v-sppamn-		ἔχω		
1.137.1	15	αὐτὸν	t_22917	p-s---ma-		αὐτός		
1.137.1	16	ἐκαθέζετο	t_22918	v3siie---		κατάκαθέζομαι		
1.137.1	17	,	t_22919	u--------		,		
1.137.1	18	καὶ	t_22920	d--------		καί		
1.137.1	19	μέγιστον	t_22921	a-s---nns		μέγας		
1.137.1	20	ἦν	t_22922	v3siia---		εἰμί		
1.137.1	21	ἱκέτευμα	t_22923	n-s---nn-		ἱκέτευμα		
1.137.1	22	τοῦτο	t_22924	a-s---nn-		οὗτος		
1.137.1	23	,	t_22925	u--------		,		
1.137.1	24	καὶ	t_22926	c--------		καί		
1.137.1	25	ὕστερον	t_22927	a-s---na-		ὕστερος		
1.137.1	26	οὐ	t_22928	d--------		οὐ		
1.137.1	27	πολλῷ	t_22929	a-s---nd-		πολύς		
1.137.1	28	τοῖς	t_22930	l-p---md-		ὁ		
1.137.1	29	τε	t_22931	d--------		τε		
1.137.1	30	Λακεδαιμονίοις	t_22932	n-p---md-		λακεδαιμόνιος		
1.137.1	31	καὶ	t_22933	c--------		καί		
1.137.1	32	Ἀθηναίοις	t_22934	n-p---md-		ἀθήναιος		
1.137.1	33	ἐλθοῦσι	t_22935	v-papamd-		ἔρχομαι		
1.137.1	34	καὶ	t_22936	c--------		καί		
1.137.1	35	πολλὰ	t_22937	a-p---na-		πολύς		
1.137.1	36	εἰποῦσιν	t_22938	v-papamd-		εἶπον		
1.137.1	37	οὐκ	t_22939	d--------		οὐ		
1.137.1	38	ἐκδίδωσιν	t_22940	v3spia---		ἐκδίδωμι		
1.137.1	39	,	t_22941	u--------		,		
1.137.1	40	ἀλλ’	t_22942	c--------		ἀλλά		
1.137.1	41	ἀποστέλλει	t_22943	v3spia---		ἀποστέλλω		
1.137.1	42	βουλόμενον	t_22944	v-sppema-		βούλομαι		
1.137.1	43	ὡς	t_22945	r--------		ὡς		
1.137.1	44	βασιλέα	t_22946	n-s---ma-		βασιλεύς		
1.137.1	45	πορευθῆναι	t_22947	v--anp---		πορεύω		
1.137.1	46	ἐπὶ	t_22948	r--------		ἐπί		
1.137.1	47	τὴν	t_22949	l-s---fa-		ὁ		
1.137.1	48	ἑτέραν	t_22950	a-s---fa-		ἕτερος		
1.137.1	49	θάλασσαν	t_22951	n-s---fa-		θάλασσα		
1.137.1	50	πεζῇ	t_22952	a-s---fd-		πεζός		
1.137.1	51	ἐς	t_22953	r--------		εἰς		
1.137.1	52	Πύδναν	t_22954	n-s---fa-		πύδνα		
1.137.1	53	τὴν	t_22955	l-s---fa-		ὁ		
1.137.1	54	Ἀλεξάνδρου	t_22956	n-s---mg-		ἀλέξανδρος		
1.137.1	55	.	t_22957	u--------		.		
1.137.2	1	ἐν	t_22958	r--------		ἐν		
1.137.2	2	ᾗ	t_22959	p-s---fd-		ὅς		
1.137.2	3	ὁλκάδος	t_22960	n-s---fg-		ὁλκάς		
1.137.2	4	τυχὼν	t_22961	v-sapamn-		τυγχάνω		
1.137.2	5	ἀναγομένης	t_22962	v-sppefg-		ἀνάγω		
1.137.2	6	ἐπ’	t_22963	r--------		ἐπί		
1.137.2	7	Ἰωνίας	t_22964	n-s---fg-		ἰωνία		
1.137.2	8	καὶ	t_22965	c--------		καί		
1.137.2	9	ἐπιβὰς	t_22966	v-sapamn-		ἐπιβαίνω		
1.137.2	10	καταφέρεται	t_22967	v3spie---		καταφέρω		
1.137.2	11	χειμῶνι	t_22968	n-s---md-		χειμών		
1.137.2	12	ἐς	t_22969	r--------		εἰς		
1.137.2	13	τὸ	t_22970	l-s---na-		ὁ		
1.137.2	14	Ἀθηναίων	t_22971	n-p---mg-		ἀθήναιος		
1.137.2	15	στρατόπεδον	t_22972	n-s---na-		στρατόπεδον		
1.137.2	16	,	t_22973	u--------		,		
1.137.2	17	ὃ	t_22974	p-s---nn-		ὅς		
1.137.2	18	ἐπολιόρκει	t_22975	v3siia---		πολιορκέω		
1.137.2	19	Νάξον	t_22976	n-s---fa-		νάξος		
1.137.2	20	.	t_22977	u--------		.		
1.137.2	21	καί	t_22978	d--------		καί		
1.137.2	22	(	t_22979	u--------		̔		
1.137.2	23	ἦν	t_22980	v3siia---		εἰμί		
1.137.2	24	γὰρ	t_22981	d--------		γάρ		
1.137.2	25	ἀγνὼς	t_22982	n-s---mn-		ἀγνώς		
1.137.2	26	τοῖς	t_22983	l-p---md-		ὁ		
1.137.2	27	ἐν	t_22984	r--------		ἐν		
1.137.2	28	τῇ	t_22985	l-s---fd-		ὁ		
1.137.2	29	νηί	t_22986	n-s---fd-		ναῦς		
1.137.2	30	)	t_22987	u--------		)		
1.137.2	31	δείσας	t_22988	v-sapamn-		δείδω		
1.137.2	32	φράζει	t_22989	v3spia---		φράζω		
1.137.2	33	τῷ	t_22990	l-s---md-		ὁ		
1.137.2	34	ναυκλήρῳ	t_22991	n-s---md-		ναύκληρος		
1.137.2	35	ὅστις	t_22992	p-s---mn-		ὅστις		
1.137.2	36	ἐστὶ	t_22993	v3spia---		εἰμί		
1.137.2	37	καὶ	t_22994	c--------		καί		
1.137.2	38	δι’	t_22995	r--------		διά		
1.137.2	39	ἃ	t_22996	p-p---na-		ὅς		
1.137.2	40	φεύγει	t_22997	v3spia---		φεύγω		
1.137.2	41	,	t_22998	u--------		,		
1.137.2	42	καὶ	t_22999	c--------		καί		
1.137.2	43	εἰ	t_23000	c--------		εἰ		
1.137.2	44	μὴ	t_23001	d--------		μή		
1.137.2	45	σώσει	t_23002	v3sfia---		σῴζω		
1.137.2	46	αὐτόν	t_23003	p-s---ma-		αὐτός		
1.137.2	47	,	t_23004	u--------		,		
1.137.2	48	ἔφη	t_23005	v3siia---		φημί		
1.137.2	49	ἐρεῖν	t_23006	v--fna---		ἐρῶ		
1.137.2	50	ὅτι	t_23007	c--------		ὅτι		
1.137.2	51	χρήμασι	t_23008	n-p---nd-		χρῆμα		
1.137.2	52	πεισθεὶς	t_23009	v-sappmn-		πείθω		
1.137.2	53	αὐτὸν	t_23010	p-s---ma-		αὐτός		
1.137.2	54	ἄγει	t_23011	v3spia---		ἄγω		
1.137.2	55	·	t_23012	u--------		·		
1.137.2	56	τὴν	t_23013	l-s---fa-		ὁ		
1.137.2	57	δὲ	t_23014	d--------		δέ		
1.137.2	58	ἀσφάλειαν	t_23015	n-s---fa-		ἀσφάλεια		
1.137.2	59	εἶναι	t_23016	v--pna---		εἰμί		
1.137.2	60	μηδένα	t_23017	p-s---ma-		μηδείς		
1.137.2	61	ἐκβῆναι	t_23018	v--ana---		ἐκβαίνω		
1.137.2	62	ἐκ	t_23019	r--------		ἐκ		
1.137.2	63	τῆς	t_23020	l-s---fg-		ὁ		
1.137.2	64	νεὼς	t_23021	n-s---fg-		ναῦς		
1.137.2	65	μέχρι	t_23022	c--------		μέχρι		
1.137.2	66	πλοῦς	t_23023	n-s---mn-		πλόος		
1.137.2	67	γένηται	t_23024	v3sasm---		γίγνομαι		
1.137.2	68	·	t_23025	u--------		·		
1.137.2	69	πειθομένῳ	t_23026	v-sppemd-		πείθω		
1.137.2	70	δ’	t_23027	g--------		δέ		
1.137.2	71	αὐτῷ	t_23028	a-s---md-		αὐτός		
1.137.2	72	χάριν	t_23029	n-s---fa-		χάρις		
1.137.2	73	ἀπομνήσεσθαι	t_23030	v--fnm---		ἀπομιμνήσκομαι		
1.137.2	74	ἀξίαν	t_23031	a-s---fa-		ἀξία		
1.137.2	75	.	t_23032	u--------		.		
1.137.2	76	ὁ	t_23033	l-s---mn-		ὁ		
1.137.2	77	δὲ	t_23034	d--------		δέ		
1.137.2	78	ναύκληρος	t_23035	n-s---mn-		ναύκληρος		
1.137.2	79	ποιεῖ	t_23036	v3spia---		ποιέω		
1.137.2	80	τε	t_23037	d--------		τε		
1.137.2	81	ταῦτα	t_23038	p-p---na-		οὗτος		
1.137.2	82	καὶ	t_23039	c--------		καί		
1.137.2	83	ἀποσαλεύσας	t_23040	v-sapamn-		ἀποσαλεύω		
1.137.2	84	ἡμέραν	t_23041	n-s---fa-		ἡμέρα		
1.137.2	85	καὶ	t_23042	c--------		καί		
1.137.2	86	νύκτα	t_23043	n-s---fa-		νύξ		
1.137.2	87	ὑπὲρ	t_23044	r--------		ὑπέρ		
1.137.2	88	τοῦ	t_23045	l-s---ng-		ὁ		
1.137.2	89	στρατοπέδου	t_23046	n-s---ng-		στρατόπεδον		
1.137.2	90	ὕστερον	t_23047	a-s---na-		ὕστερος		
1.137.2	91	ἀφικνεῖται	t_23048	v3spie---		ἀφικνέομαι		
1.137.2	92	ἐς	t_23049	r--------		εἰς		
1.137.2	93	Ἔφεσον	t_23050	n-s---fa-		ἔφεσος		
1.137.2	94	.	t_23051	u--------		.		
1.137.3	1	καὶ	t_23052	d--------		καί		
1.137.3	2	ὁ	t_23053	l-s---mn-		ὁ		
1.137.3	3	Θεμιστοκλῆς	t_23054	n-s---mn-		θεμιστοκλῆς		
1.137.3	4	ἐκεῖνόν	t_23055	p-s---ma-		ἐκεῖνος		
1.137.3	5	τε	t_23056	d--------		τε		
1.137.3	6	ἐθεράπευσε	t_23057	v3saia---		θεραπεύω		
1.137.3	7	χρημάτων	t_23058	n-p---ng-		χρῆμα		
1.137.3	8	δόσει	t_23059	n-s---fd-		δόσις		
1.137.3	9	(	t_23060	u--------		̔		
1.137.3	10	ἦλθε	t_23061	v3saia---		ἔρχομαι		
1.137.3	11	γὰρ	t_23062	d--------		γάρ		
1.137.3	12	αὐτῷ	t_23063	p-s---md-		αὐτός		
1.137.3	13	ὕστερον	t_23064	a-s---na-		ὕστερος		
1.137.3	14	ἔκ	t_23065	r--------		ἐκ		
1.137.3	15	τε	t_23066	d--------		τε		
1.137.3	16	Ἀθηνῶν	t_23067	n-p---fg-		ἀθῆναι		
1.137.3	17	παρὰ	t_23068	r--------		παρά		
1.137.3	18	τῶν	t_23069	l-p---mg-		ὁ		
1.137.3	19	φίλων	t_23070	n-p---mg-		φίλος		
1.137.3	20	καὶ	t_23071	c--------		καί		
1.137.3	21	ἐξ	t_23072	r--------		ἐκ		
1.137.3	22	Ἄργους	t_23073	n-s---ng-		ἄργος		
1.137.3	23	ἃ	t_23074	p-p---na-		ὅς		
1.137.3	24	ὑπεξέκειτο	t_23075	v3siie---		ὑπόκειμαι		
1.137.3	25	)	t_23076	u--------		)		
1.137.3	26	καὶ	t_23077	c--------		καί		
1.137.3	27	μετὰ	t_23078	r--------		μετά		
1.137.3	28	τῶν	t_23079	l-p---mg-		ὁ		
1.137.3	29	κάτω	t_23080	d--------		κάτω		
1.137.3	30	Περσῶν	t_23081	n-p---mg-		πέρσης		
1.137.3	31	τινὸς	t_23082	p-s---mg-		τις		
1.137.3	32	πορευθεὶς	t_23083	v-sappmn-		πορεύω		
1.137.3	33	ἄνω	t_23084	d--------		ἄνω		
1.137.3	34	ἐσπέμπει	t_23085	v3spia---		εἰσπέμπω		
1.137.3	35	γράμματα	t_23086	n-p---na-		γράμμα		
1.137.3	36	πρὸς	t_23087	r--------		πρός		
1.137.3	37	βασιλέα	t_23088	n-s---ma-		βασιλεύς		
1.137.3	38	Ἀρταξέρξην	t_23089	n-s---ma-		ἀρταξέρξης		
1.137.3	39	τὸν	t_23090	l-s---ma-		ὁ		
1.137.3	40	Ξέρξου	t_23091	n-s---mg-		ξέρξης		
1.137.3	41	νεωστὶ	t_23092	d--------		νεωστί		
1.137.3	42	βασιλεύοντα	t_23093	v-sppama-		βασιλεύω		
1.137.3	43	.	t_23094	u--------		.		
1.137.4	1	ἐδήλου	t_23095	v3siia---		δηλόω		
1.137.4	2	δὲ	t_23096	d--------		δέ		
1.137.4	3	ἡ	t_23097	l-s---fn-		ὁ		
1.137.4	4	γραφὴ	t_23098	n-s---fn-		γραφή		
1.137.4	5	ὅτι	t_23099	c--------		ὅτι		
1.137.4	6	‘	t_23100	u--------		‘		
1.137.4	7	Θεμιστοκλῆς	t_23101	n-s---mn-		θεμιστοκλῆς		
1.137.4	8	ἥκω	t_23102	v1spia---		ἥκω		
1.137.4	9	παρὰ	t_23103	r--------		παρά		
1.137.4	10	σέ	t_23104	p2s---ca-		σύ		
1.137.4	11	,	t_23105	u--------		,		
1.137.4	12	ὃς	t_23106	p-s---mn-		ὅς		
1.137.4	13	κακὰ	t_23107	a-p---na-		κακός		
1.137.4	14	μὲν	t_23108	d--------		μέν		
1.137.4	15	πλεῖστα	t_23109	a-p---nas		πλεῖστος		
1.137.4	16	Ἑλλήνων	t_23110	n-p---mg-		ἕλλην		
1.137.4	17	εἴργασμαι	t_23111	v1srie---		ἐργάζομαι		
1.137.4	18	τὸν	t_23112	l-s---ma-		ὁ		
1.137.4	19	ὑμέτερον	t_23113	a-s---ma-		ὑμέτερος		
1.137.4	20	οἶκον	t_23114	n-s---ma-		οἶκος		
1.137.4	21	,	t_23115	u--------		,		
1.137.4	22	ὅσον	t_23116	a-s---ma-		ὅσος		
1.137.4	23	χρόνον	t_23117	n-s---ma-		χρόνος		
1.137.4	24	τὸν	t_23118	l-s---ma-		ὁ		
1.137.4	25	σὸν	t_23119	a-s---ma-		σός		
1.137.4	26	πατέρα	t_23120	n-s---ma-		πατήρ		
1.137.4	27	ἐπιόντα	t_23121	v-sppama-		ἔπειμι1		
1.137.4	28	ἐμοὶ	t_23122	p1s---md-		ἐγώ		
1.137.4	29	ἀνάγκῃ	t_23123	n-s---fd-		ἀνάγκη		
1.137.4	30	ἠμυνόμην	t_23124	v1siie---		ἀμύνω		
1.137.4	31	,	t_23125	u--------		,		
1.137.4	32	πολὺ	t_23126	a-s---na-		πολύς		
1.137.4	33	δ᾽	t_23127	d--------		δέ		
1.137.4	34	ἔτι	t_23128	d--------		ἔτι		
1.137.4	35	πλείω	t_23129	a-p---nnc		πλείων		
1.137.4	36	ἀγαθά	t_23130	a-p---na-		ἀγαθός		
1.137.4	37	,	t_23131	u--------		,		
1.137.4	38	ἐπειδὴ	t_23132	c--------		ἐπεί		
1.137.4	39	ἐν	t_23133	r--------		ἐν		
1.137.4	40	τῷ	t_23134	l-s---nd-		ὁ		
1.137.4	41	ἀσφαλεῖ	t_23135	a-s---nd-		ἀσφαλής		
1.137.4	42	μὲν	t_23136	d--------		μέν		
1.137.4	43	ἐμοί	t_23137	p1s---md-		ἐγώ		
1.137.4	44	,	t_23138	u--------		,		
1.137.4	45	ἐκείνῳ	t_23139	p-s---md-		ἐκεῖνος		
1.137.4	46	δὲ	t_23140	c--------		δέ		
1.137.4	47	ἐν	t_23141	r--------		ἐν		
1.137.4	48	ἐπικινδύνῳ	t_23142	a-s---nd-		ἐπικίνδυνος		
1.137.4	49	πάλιν	t_23143	d--------		πάλιν		
1.137.4	50	ἡ	t_23144	l-s---fn-		ὁ		
1.137.4	51	ἀποκομιδὴ	t_23145	n-s---fn-		ἀποκομίζι		
1.137.4	52	ἐγίγνετο	t_23146	v3siie---		γίγνομαι		
1.137.4	53	.	t_23147	u--------		.		
1.137.4	54	καί	t_23148	d--------		καί		
1.137.4	55	μοι	t_23149	p1s---md-		ἐγώ		
1.137.4	56	εὐεργεσία	t_23150	n-s---fn-		εὐεργεσία		
1.137.4	57	ὀφείλεται	t_23151	v3spie---		ὀφείλω		
1.137.4	58	(	t_23152	u--------		̔		
1.137.4	59	γράψας	t_23153	v-sapamn-		γράφω		
1.137.4	60	τήν	t_23154	l-s---fa-		ὁ		
1.137.4	61	τε	t_23155	d--------		τε		
1.137.4	62	ἐκ	t_23156	r--------		ἐκ		
1.137.4	63	Σαλαμῖνος	t_23157	n-s---fg-		σαλαμίς		
1.137.4	64	προάγγελσιν	t_23158	n-s---fa-		προάγγελσις		
1.137.4	65	τῆς	t_23159	l-s---fg-		ὁ		
1.137.4	66	ἀναχωρήσεως	t_23160	n-s---fg-		ἀναχώρησις		
1.137.4	67	καὶ	t_23161	c--------		καί		
1.137.4	68	τὴν	t_23162	l-s---fa-		ὁ		
1.137.4	69	τῶν	t_23163	l-p---fg-		ὁ		
1.137.4	70	γεφυρῶν	t_23164	a-p---fg-		γεφυρός		
1.137.4	71	,	t_23165	u--------		,		
1.137.4	72	ἣν	t_23166	p-s---fa-		ὅς		
1.137.4	73	ψευδῶς	t_23167	d--------		ψευδής		
1.137.4	74	προσεποιήσατο	t_23168	v3saim---		προσποιέω		
1.137.4	75	,	t_23169	u--------		,		
1.137.4	76	τότε	t_23170	d--------		τότε		
1.137.4	77	δι’	t_23171	r--------		διά		
1.137.4	78	αὑτὸν	t_23172	p-s---ma-		ἑαυτοῦ		
1.137.4	79	οὐ	t_23173	d--------		οὐ		
1.137.4	80	διάλυσιν	t_23174	n-s---fa-		διάλυσις		
1.137.4	81	)	t_23175	u--------		)		
1.137.4	82	,	t_23176	u--------		,		
1.137.4	83	καὶ	t_23177	c--------		καί		
1.137.4	84	νῦν	t_23178	d--------		νῦν		
1.137.4	85	ἔχων	t_23179	v-sppamn-		ἔχω		
1.137.4	86	σε	t_23180	p2s---ca-		σύ		
1.137.4	87	μεγάλα	t_23181	a-p---na-		μέγας		
1.137.4	88	ἀγαθὰ	t_23182	a-p---na-		ἀγαθός		
1.137.4	89	δρᾶσαι	t_23183	v--ana---		δράω		
1.137.4	90	πάρειμι	t_23184	v1spia---		πάρειμι		
1.137.4	91	διωκόμενος	t_23185	v-sppemn-		διώκω		
1.137.4	92	ὑπὸ	t_23186	r--------		ὑπό		
1.137.4	93	τῶν	t_23187	l-p---mg-		ὁ		
1.137.4	94	Ἑλλήνων	t_23188	n-p---mg-		ἕλλην		
1.137.4	95	διὰ	t_23189	r--------		διά		
1.137.4	96	τὴν	t_23190	l-s---fa-		ὁ		
1.137.4	97	σὴν	t_23191	a-s---fa-		σός		
1.137.4	98	φιλίαν	t_23192	n-s---fa-		φιλία		
1.137.4	99	.	t_23193	u--------		.		
1.137.4	100	βούλομαι	t_23194	v1spie---		βούλομαι		
1.137.4	101	δ’	t_23195	d--------		δέ		
1.137.4	102	ἐνιαυτὸν	t_23196	n-s---ma-		ἐνιαυτός		
1.137.4	103	ἐπισχὼν	t_23197	v-sapamn-		ἐπέχω		
1.137.4	104	αὐτός	t_23198	p-s---mn-		αὐτός		
1.137.4	105	σοι	t_23199	p2s---cd-		σύ		
1.137.4	106	περὶ	t_23200	r--------		περί		
1.137.4	107	ὧν	t_23201	p-p---ng-		ὅς		
1.137.4	108	ἥκω	t_23202	v1spia---		ἥκω		
1.137.4	109	δηλῶσαι	t_23203	v--ana---		δηλόω		
1.137.4	110	.	t_23204	u--------		.		
1.137.4	111	’	t_23205	u--------		’		
1.138.1	1	βασιλεὺς	t_23206	n-s---mn-		βασιλεύς		
1.138.1	2	δέ	t_23207	d--------		δέ		
1.138.1	3	,	t_23208	u--------		,		
1.138.1	4	ὡς	t_23209	c--------		ὡς		
1.138.1	5	λέγεται	t_23210	v3spie---		λέγω3		
1.138.1	6	,	t_23211	u--------		,		
1.138.1	7	ἐθαύμασέ	t_23212	v3saia---		θαυμάζω		
1.138.1	8	τε	t_23213	d--------		τε		
1.138.1	9	αὐτοῦ	t_23214	p-s---mg-		αὐτός		
1.138.1	10	τὴν	t_23215	l-s---fa-		ὁ		
1.138.1	11	διάνοιαν	t_23216	n-s---fa-		διάνοια		
1.138.1	12	καὶ	t_23217	c--------		καί		
1.138.1	13	ἐκέλευε	t_23218	v3siia---		κελεύω		
1.138.1	14	ποιεῖν	t_23219	v--pna---		ποιέω		
1.138.1	15	οὕτως	t_23220	d--------		οὕτως		
1.138.1	16	.	t_23221	u--------		.		
1.138.1	17	ὁ	t_23222	l-s---mn-		ὁ		
1.138.1	18	δ’	t_23223	d--------		δέ		
1.138.1	19	ἐν	t_23224	r--------		ἐν		
1.138.1	20	τῷ	t_23225	l-s---md-		ὁ		
1.138.1	21	χρόνῳ	t_23226	n-s---md-		χρόνος		
1.138.1	22	ὃν	t_23227	p-s---ma-		ὅς		
1.138.1	23	ἐπέσχε	t_23228	v3saia---		ἐπέχω		
1.138.1	24	τῆς	t_23229	l-s---fg-		ὁ		
1.138.1	25	τε	t_23230	d--------		τε		
1.138.1	26	Περσίδος	t_23231	n-s---fg-		περσίς		
1.138.1	27	γλώσσης	t_23232	n-s---fg-		γλῶσσα		
1.138.1	28	ὅσα	t_23233	a-p---na-		ὅσος		
1.138.1	29	ἐδύνατο	t_23234	v3siie---		δύναμαι		
1.138.1	30	κατενόησε	t_23235	v3saia---		κατανοέω		
1.138.1	31	καὶ	t_23236	c--------		καί		
1.138.1	32	τῶν	t_23237	l-p---ng-		ὁ		
1.138.1	33	ἐπιτηδευμάτων	t_23238	n-p---ng-		ἐπιτήδευμα		
1.138.1	34	τῆς	t_23239	l-s---fg-		ὁ		
1.138.1	35	χώρας	t_23240	n-s---fg-		χώρα		
1.138.1	36	·	t_23241	u--------		·		
1.138.2	1	ἀφικόμενος	t_23242	v-sapmmn-		ἀφικνέομαι		
1.138.2	2	δὲ	t_23243	d--------		δέ		
1.138.2	3	μετὰ	t_23244	r--------		μετά		
1.138.2	4	τὸν	t_23245	l-s---ma-		ὁ		
1.138.2	5	ἐνιαυτὸν	t_23246	n-s---ma-		ἐνιαυτός		
1.138.2	6	γίγνεται	t_23247	v3spie---		γίγνομαι		
